env_name,library_type,optimizer_type,optimizer_name,threshold,alpha,mse,mse_qat
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,1e-05,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,0.0001291549665014884,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,0.0016681005372000592,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,0.021544346900318846,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,0.2782559402207126,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,3.593813663804626,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,46.41588833612782,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,599.4842503189421,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,7742.636826811277,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,10.0,100000.0,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,1e-05,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,0.0001291549665014884,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,0.0016681005372000592,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,0.021544346900318846,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,0.2782559402207126,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,3.593813663804626,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,46.41588833612782,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,599.4842503189421,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,ConstrainedSR3,1778.2794100389228,7742.636826811277,0.4390351725377852,0.4390351725377852
