env_name,library_type,optimizer_type,optimizer_name,threshold,alpha,mse,mse_qat
Pendulum-v1,poly,regular,STLSQ,1e-05,1e-05,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,0.0001291549665014884,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,0.0016681005372000592,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,0.021544346900318846,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,0.2782559402207126,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,3.593813663804626,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,46.41588833612782,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,599.4842503189421,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,7742.636826811277,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,1e-05,100000.0,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,1e-05,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,0.0001291549665014884,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,0.0016681005372000592,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,0.021544346900318846,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,0.2782559402207126,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,3.593813663804626,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,46.41588833612782,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,599.4842503189421,0.07948358561963868,798.4793076772359
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,7742.636826811277,0.07798828036447611,779.0429095287662
Pendulum-v1,poly,regular,STLSQ,4.641588833612782e-05,100000.0,0.07798819353214657,849.0283058898207
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,1e-05,0.07948358561963868,798.4793076772359
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,0.0001291549665014884,0.07948877942422132,806.3831390437849
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,0.0016681005372000592,0.07948362110039586,836.2985293987282
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,0.021544346900318846,0.07948358561963868,798.4793076772359
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,0.2782559402207126,0.07948358561963868,798.4793076772359
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,3.593813663804626,0.07948358561963868,798.4793076772359
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,46.41588833612782,0.07948351073061215,883.5169212052949
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,599.4842503189421,0.07995853041757948,794.4052569220047
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,7742.636826811277,0.07818713541248365,775.0969468856396
Pendulum-v1,poly,regular,STLSQ,0.00021544346900318823,100000.0,0.08089037428759671,236.15348733804288
Pendulum-v1,poly,regular,STLSQ,0.001,1e-05,0.07995853041757948,794.4052569220047
Pendulum-v1,poly,regular,STLSQ,0.001,0.0001291549665014884,0.079958579194214,438.5293422948146
Pendulum-v1,poly,regular,STLSQ,0.001,0.0016681005372000592,0.079958579194214,438.5293422948146
Pendulum-v1,poly,regular,STLSQ,0.001,0.021544346900318846,0.079958579194214,438.5293422948146
Pendulum-v1,poly,regular,STLSQ,0.001,0.2782559402207126,0.07995857788232516,411.08508195924446
Pendulum-v1,poly,regular,STLSQ,0.001,3.593813663804626,0.07995853513549835,410.5649198094087
Pendulum-v1,poly,regular,STLSQ,0.001,46.41588833612782,0.07995853041757948,794.4052569220047
Pendulum-v1,poly,regular,STLSQ,0.001,599.4842503189421,0.07995853041757948,794.4052569220047
Pendulum-v1,poly,regular,STLSQ,0.001,7742.636826811277,0.08845417802543667,365.6249148574287
Pendulum-v1,poly,regular,STLSQ,0.001,100000.0,0.0973662984107089,166.01671344178922
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,1e-05,0.08875885362871727,353.11184012632407
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,0.0001291549665014884,0.08850792402303749,442.9126558752034
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,0.0016681005372000592,0.08877701525473855,444.0254960924924
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,0.021544346900318846,0.08877454268610203,335.3566159649598
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,0.2782559402207126,0.08875877152097615,377.4104020223459
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,3.593813663804626,0.08875885362871727,353.11184012632407
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,46.41588833612782,0.0887587813213737,426.03044580886984
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,599.4842503189421,0.09474613841773663,355.931877617704
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,7742.636826811277,0.11471019116586036,672.8455331918831
Pendulum-v1,poly,regular,STLSQ,0.004641588833612777,100000.0,0.18303039630667203,0.4185554294656148
Pendulum-v1,poly,regular,STLSQ,0.021544346900318822,1e-05,0.09457674854383263,346.14678372636007
