env_name,library_type,optimizer_type,optimizer_name,threshold,alpha,mse,mse_qat,Nonzero count
Pendulum-v1,poly,hardware,STLSQ,0.01291549665014884,599.4842503189421,0.03489246083764568,141183.0515284687,13
Pendulum-v1,poly,hardware,STLSQ,0.01291549665014884,7742.636826811277,0.09116350280490974,0.10030241507716667,13
Pendulum-v1,poly,hardware,STLSQ,0.01291549665014884,100000.0,0.18198108255431084,0.2149228277209482,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,1e-05,0.06707983394709151,0.09610388253402062,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,0.0001291549665014884,0.06354942091095046,7044.176580622389,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,0.0016681005372000592,0.06658226182241024,0.24928351758191103,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,0.021544346900318846,0.06658226182241024,0.24928351758191103,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,0.2782559402207126,0.06658226182241024,0.24928351758191103,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,3.593813663804626,0.06658226182241024,0.24928351758191103,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,46.41588833612782,0.09560519102059305,0.09678556370846927,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,599.4842503189421,0.2600521277802782,0.26000567280391074,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,7742.636826811277,0.3590614967992181,0.3589909371199745,13
Pendulum-v1,poly,hardware,STLSQ,0.0774263682681127,100000.0,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,1e-05,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,0.0001291549665014884,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,0.0016681005372000592,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,0.021544346900318846,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,0.2782559402207126,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,3.593813663804626,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,46.41588833612782,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,599.4842503189421,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,7742.636826811277,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,0.4641588833612782,100000.0,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,1e-05,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,0.0001291549665014884,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,0.0016681005372000592,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,0.021544346900318846,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,0.2782559402207126,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,3.593813663804626,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,46.41588833612782,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,599.4842503189421,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,7742.636826811277,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,2.782559402207126,100000.0,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,1e-05,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,0.0001291549665014884,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,0.0016681005372000592,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,0.021544346900318846,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,0.2782559402207126,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,3.593813663804626,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,46.41588833612782,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,599.4842503189421,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,7742.636826811277,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,16.68100537200059,100000.0,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,1e-05,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,0.0001291549665014884,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,0.0016681005372000592,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,0.021544346900318846,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,0.2782559402207126,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,3.593813663804626,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,46.41588833612782,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,599.4842503189421,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,7742.636826811277,0.4840341916843347,0.4840341916843347,13
Pendulum-v1,poly,hardware,STLSQ,100.0,100000.0,0.4840341916843347,0.4840341916843347,13
