env_name,library_type,optimizer_type,optimizer_name,threshold,alpha,mse,mse_qat,Nonzero count
Pendulum-v1,hw,hardware,STLSQ,0.0774263682681127,0.2782559402207126,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.0774263682681127,3.593813663804626,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.0774263682681127,46.41588833612782,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.0774263682681127,599.4842503189421,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.0774263682681127,7742.636826811277,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.0774263682681127,100000.0,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,1e-05,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,0.0001291549665014884,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,0.0016681005372000592,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,0.021544346900318846,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,0.2782559402207126,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,3.593813663804626,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,46.41588833612782,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,599.4842503189421,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,7742.636826811277,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,0.4641588833612782,100000.0,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,1e-05,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,0.0001291549665014884,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,0.0016681005372000592,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,0.021544346900318846,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,0.2782559402207126,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,3.593813663804626,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,46.41588833612782,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,599.4842503189421,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,7742.636826811277,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,2.782559402207126,100000.0,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,1e-05,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,0.0001291549665014884,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,0.0016681005372000592,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,0.021544346900318846,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,0.2782559402207126,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,3.593813663804626,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,46.41588833612782,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,599.4842503189421,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,7742.636826811277,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,16.68100537200059,100000.0,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,1e-05,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,0.0001291549665014884,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,0.0016681005372000592,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,0.021544346900318846,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,0.2782559402207126,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,3.593813663804626,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,46.41588833612782,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,599.4842503189421,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,7742.636826811277,0.4840341916843347,0.4840341916843347,7
Pendulum-v1,hw,hardware,STLSQ,100.0,100000.0,0.4840341916843347,0.4840341916843347,7
