env_name,library_type,optimizer_type,optimizer_name,threshold,alpha,mse,mse_qat
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,1e-05,0.05903736104431022,604757008608495.1
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,0.0001291549665014884,0.05875367763332862,586959513099129.2
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,0.0016681005372000592,0.05924380203373984,276553358156057.66
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,0.021544346900318846,0.05930959660782022,837982538600341.5
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,0.2782559402207126,0.059129511688096215,221808775183126.78
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,3.593813663804626,0.05933613438737146,15447567822.712395
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,46.41588833612782,0.06370518757773087,120111687.26874791
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,599.4842503189421,0.10255316825279247,2022.699898227095
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,7742.636826811277,0.2379854845301297,0.34634088327348606
Pendulum-v1,hw,regular,STLSQ,0.021544346900318822,100000.0,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,0.1,1e-05,0.058855800756470886,2192143334794226.8
Pendulum-v1,hw,regular,STLSQ,0.1,0.0001291549665014884,0.09453180500756435,22296191811.76314
Pendulum-v1,hw,regular,STLSQ,0.1,0.0016681005372000592,0.07375905976757761,10197648703.005598
Pendulum-v1,hw,regular,STLSQ,0.1,0.021544346900318846,0.10531907251063848,55427.126275373805
Pendulum-v1,hw,regular,STLSQ,0.1,0.2782559402207126,0.1884607902925843,7685.228931749612
Pendulum-v1,hw,regular,STLSQ,0.1,3.593813663804626,0.19202569695394037,680.6606011809298
Pendulum-v1,hw,regular,STLSQ,0.1,46.41588833612782,0.22250859670191925,181.88037391847075
Pendulum-v1,hw,regular,STLSQ,0.1,599.4842503189421,0.333820214597623,0.336709838286114
Pendulum-v1,hw,regular,STLSQ,0.1,7742.636826811277,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,0.1,100000.0,0.4390351725377852,0.4390351725377852
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,1e-05,0.10793628212968995,29085.664176714763
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,0.0001291549665014884,0.19389671631966623,11573.31942043808
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,0.0016681005372000592,0.19712449377264676,1394.5443372976085
Pendulum-v1,hw,regular,STLSQ,0.46415888336127725,0.021544346900318846,0.19786823596120173,53.7216494299558
