env_name,library_type,optimizer_type,optimizer_name,threshold,alpha,mse,mse_qat
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,1e-05,0.07774226439558575,10.369448548043646
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,0.0001291549665014884,0.07774226644021863,1.1663007859069334
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,0.0016681005372000592,0.07774233114246111,1.1318968111678263
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,0.021544346900318846,0.07774318527267908,1.155555686614563
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,0.2782559402207126,0.07775502241191412,1.1939191390943849
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,3.593813663804626,0.07791747754396874,1.158429587250416
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,46.41588833612782,0.08310091732730449,1.0347177880774725
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,599.4842503189421,0.18892104756222722,0.6234654221147106
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,7742.636826811277,0.2953137441184924,0.8546090328591549
Pendulum-v1,poly,regular,ConstrainedSR3,10.0,100000.0,0.3745536480015449,0.4390351725377852
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,1e-05,0.07774226439558575,10.369448548043646
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,0.0001291549665014884,0.07774226644021863,1.1663007859069334
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,0.0016681005372000592,0.07774233114246111,1.1318968111678263
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,0.021544346900318846,0.07774318527267908,1.155555686614563
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,0.2782559402207126,0.07775502241191412,1.1939191390943849
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,3.593813663804626,0.07791747754396874,1.158429587250416
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,46.41588833612782,0.08310091732730449,1.0347177880774725
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,599.4842503189421,0.18892104756222722,0.6234654221147106
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,7742.636826811277,0.2953137441184924,0.8546090328591549
Pendulum-v1,poly,regular,ConstrainedSR3,1778.2794100389228,100000.0,0.3745536480015449,0.4390351725377852
Pendulum-v1,poly,regular,ConstrainedSR3,316227.7660168379,1e-05,0.07774226439558575,10.369448548043646
Pendulum-v1,poly,regular,ConstrainedSR3,316227.7660168379,0.0001291549665014884,0.07774226644021863,1.1663007859069334
Pendulum-v1,poly,regular,ConstrainedSR3,316227.7660168379,0.0016681005372000592,0.07774233114246111,1.1318968111678263
Pendulum-v1,poly,regular,ConstrainedSR3,316227.7660168379,0.021544346900318846,0.07774318527267908,1.155555686614563
Pendulum-v1,poly,regular,ConstrainedSR3,316227.7660168379,0.2782559402207126,0.07775502241191412,1.1939191390943849
Pendulum-v1,poly,regular,ConstrainedSR3,316227.7660168379,3.593813663804626,0.07791747754396874,1.158429587250416
